	Eternal Living Fragrance,万古生香,ばんこしょうかおり
Taikou Missionary,退行ミッショナリー,たいこうみっしょなりー
Taikou Train,退紅トレイン,たいこうとれいん
Taikou Train,退紅トレイン,たいこうとれいん
Tail Lamp to Kingyobachi,テールランプと金魚鉢,てーるらんぷときんぎょばち
Taima Sutte Guangyi Mali Sex Kimete Kouze no Theme,大麻吸ってガンギマリセックスきめてこうぜのテーマ,たいますってがんぎまりせっくすきめてこうぜのてーま
Taisei sekai,黛青世界,まゆずみあおせかい
Taisetsu ~ N Juunengo no Kimi e ~,大切 ーん十年後の君へー,たいせつーんじゅうねんごのきみへー
Taisetsu na Hito ~ 1000-mai-me no Wabijou ~,大切な人ー1000枚目の詫び状ー,たいせつなひとーせんまいめのわびじょうー
Taisetsu na Hito ni Okuru Sonna Uta,大切な人に贈るそんな歌,たいせつなひとにおくるそんなうた
Taisetsu na Hitotachi e,大切な人たちへ,たいせつなひとたちへ
Taisetsuna Anata e,大切なあなたへ,たいせつなあなたへ
Taisho Romantic,大正ロマンチック,たいしょうろまんちっく
Taishou a,対象а,たいしょうа
Taishou Democracy,大正デモクラシー,たいしょうでもくらしー
Taishuuteki Heroic,大衆的ヒロイック,たいしゅうてきひろいっく
Taiwan Snack Girl,台湾スナックガール,たいわんすなっくがーる
Taiyou Flare,太陽フレア,たいようふれあ
Taiyou ga Shizumu Toki,太陽が沈む刻,たいようがしずむこく
Taiyou Iwaku Moe yo Chaos,太陽曰く燃えよカオス,たいよういわくもえよかおす
Taiyou Iwaku Moe yo Chaos,太陽曰く燃えよカオス,たいよういわくもえよかおす
Taiyou no Candy,太陽のきゃんでぃ,たいようのきゃんでぃ
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Jealousy,太陽のジェラシー,たいようのじぇらしー
Taiyou no Kiss,太陽のキス,たいようのきす
Taiyou no Mermaid,太陽のマーメイド,たいようのまーめいど
Taiyou no Prisoner,太陽のプリゾナー,たいようのぷりぞなー
Taiyou to Kibun Meter,太陽と気分メーター,たいようときぶんめーたー
Taiyou to Umi to Monorougu,太陽と海とモノローグ,たいようとうみとものろーぐ
Taiyou wa ceramic,太陽はセラミック,たいようはせらみっく
Taiyou wa Kimi no Mono,太陽は君のもの,たいようはきみのもの
Taiyou wa Noboru,太陽は昇る,たいようはのぼる
Taiyou wa Sukoshi Mabushisugiru kara,太陽は少し眩しすぎるから,たいようはすこしまぶしすぎるから
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Taiyoukei Disco,太陽系デスコ,たいようけいですこ
Tajou Innocence,多情イノセンス,たじょういのせんす
Taka ga Tonbi o Umu Mae ni,鷹が鳶を産む前に,たかがとびをうむまえに
Takabisha na Pierrot,高飛車なピエロ,たかびしゃなぴえろ
Takami e...,高みへ...,たかみへ
Takaramono,宝物,ほうもつ
Takashi-kun no Warikirenai Kimochi,たかし君の割り切れない気持ち,たかしくんのわりきれないきもち
Takatae! Dietter,戦え!ダイエッター,たたかえだいえったー
Taketori Muscle Monogatari,竹取マッスル物語,たけとまっするものがたり
Taketori Overnight Sensation,竹取オーバーナイトセンセーション,たけとおーばーないとせんせーしょん
Taketori Overnight Sensation,竹取オーバーナイトセンセーション,たけとおーばーないとせんせーしょん
Takeyabu Kara Konnichiwa,竹藪からこんにちは,たけやぶからこんにちは
Takkuu,脱空,だつそら
Tako LukaΩSlow Life,たこるかΩスロウライフ,たこるかおめがすろうらいふ
Takuran,託卵,たくたまご
Takushi no Onna,"タクシーの女""本編""",たくしーのおんなほんぺん
Tale of Sorrow,哀愁物語,あいしゅうものがたり
Tales of Clockwork,發條物語,はつじょうものがたり
Talk 2,トーク之弐,とーくの弐
Talk of Mine,一人の言葉,ひとりのことば
Talk of Mine,一人の言葉,ひとりのことば
Talk of the Past,前の話,まえのはなし
Talk Of The Past,前の話,まえのはなし
Tam Sanya,ตามสัญญา,ตามสญญา
Tama ni wa Mukashi no Omoide wo,たまには昔の思い出を,たまにはむかしのおもいでを
Tama no O,玉の緒,たまのいとぐち
Tamafukuro o Ka ni Sasareta,玉袋を蚊に刺された,たまぶくろをかにさされた
Tamago Kake Natto Gohan,たまごかけ納豆ご飯,たまごかけなっとうごはん
Tamahime-sama,玉姫様,たまひめさま
Tamakui Eimu,霊喰永夢,れい喰永ゆめ
Tamanegi o Aishiteru,玉ねぎを愛してる,たまねぎをあいしてる
Tamanegi o Aishiteru,玉ねぎを愛してる,たまねぎをあいしてる
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii no Refrain,魂のルフラン,たましいのるふらん
Tamashii wa Kouzuru no deshita.,魂は薨ずるのでした。,たましいはこうずるのでした
Tamatebako Delorian,玉手箱デロリアン,たまてばこでろりあん
Tamayura no Kioku,玉響の記憶,たまひびきのきおく
Tamayura no Kioku,玉響の記憶,たまひびきのきおく
Tamayura no Natsu wa Hanabi to Tomo ni,玉響の夏は花火とともに,たまひびきのなつははなびとともに
Tamayura,玉響,たまひびき
Tamayura,玉響,たまひびき
Tamayura,玉響,たまひびき
Tameiki Coffee,溜息コーヒー,ためいきこーひー
Tameiki no Dance,溜息のダンス,ためいきのだんす
Tameiki no Dance,溜息のダンス,ためいきのだんす
Tameiki to Glass,溜息とガラス,ためいきとがらす
Tamoshibi,灯火,ともしび
Tanabata Kyouka,七夕響歌,たなばたひびきか
Tanabata melody,七夕メロディ,たなばためろでぃ
Tanabata melody,七夕メロディ,たなばためろでぃ
Tanabata Renka,七夕恋歌,たなばたこいうた
Tanabata Renka,七夕恋歌,たなばたこいうた
Tanabata Renka,七夕恋歌,たなばたこいうた
Tanabata Rhapsody,七夕ラプソディー,たなばたらぷそでぃー
Tanabataberungo,七夕べるんご,ななゆうべるんご
Tanbomichi,田圃道,たんぼどう
Tandeki wa Russian Roulette,耽溺はロシアンルーレット,たんできはろしあんるーれっと
Tanebi,種火,たねひ
Tangled Strings,もつれあう糸,もつれあういと
Tango of Five Nights,五夜的探戈,ごやてきさぐほこ
Tanima ga Ki ni Naru Juuichisai,谷間が気になる11歳,たにまがきになるじゅういっさい
Taninmakase to Iya Aji,他人任せと嫌な味,たひとまかせといやなあじ
Tanjōbi,誕生日,たんじょうび
Tanjou to Metsubou no Enbukyoku (Waltz),誕生と滅亡の円舞曲(ワルツ),たんじょうとめつぼうのえんぶきょくわるつ
Tanjoubi wa Itsumo Ame,誕生日はいつも雨,たんじょうびはいつもあめ
Tanjun Game,単純ゲーム,たんじゅんげーむ
Tanjun mēkā,単純メーカー,たんじゅんめーかー
Tank and Gentlemen,戦車と紳士,せんしゃとしんし
Tanmei Enka,短命炎花,たんめいえんはな
Tanmei no Ao,短命の藍,たんめいのあい
Tanoshii Hannya Shingyou,たのしい般若心経,たのしいはんにゃしんきょう
Tanoshii Tanoshii Akumu e Oide,楽しい楽しい悪夢へおいで,たのしいたのしいあくむへおいで
Tanoshimi Biyori,楽しみ日和,たのしみひより
Tanraku Switch,短絡スイッチ,たんらくすいっち
Tansan Girl,炭酸ガール,たんさんがーる
Tansan Girl,炭酸がぁる,たんさんがぁる
Tanshoku Punishment,単色パニッシュメント,たんしょくぱにっしゅめんと
Tansui Plankton,淡水プランクトン,たんすいぷらんくとん
Tantei Mushimegane ~ Saraba Kaijin 256 Mensou,探偵むしめか ゙ね ー さらば怪人256面相,たんていむしめかねーさらばかいじんめんそう
Tantei Rock,探偵ロック,たんていろっく
Tantei Voice to Shoujo no Dasshutsu,探偵ヴォイスと少女の脱出,たんていゔぉいすとしょうじょのだっしゅつ
Tantei Voice to Shoujo no Dasshutsu,探偵ヴォイスと少女の脱出,たんていゔぉいすとしょうじょのだっしゅつ
Tantsn Mit Di Teyvl,טאַנצן מיט די טייַוול,טאנצןמיטדיטייוול
Tanzaku Love Letter,短冊ラブレター,たんざくらぶれたー
Taohua Xue,桃花雪,ももかゆき
Taose! Gyarakutā,倒せ!ギャラクター,たおせぎゃらくたー
Taoxiangu,桃仙姑,ももせんしゅうと
Tapioca Gannen,タピオカ元年,たぴおかがんねん
Tapire☆Joshi Kosei,タピれ☆女子高生,たぴれじょしこうせい
Tarinai Inochi o Kure yo,足りない命をくれよ,たりないいのちをくれよ
Tarinai Onna no Ko,足りない女の子,たりないおんなのこ
Tarotto Izonsho (Uranai Baka),タロット依存症 (占いバカ),たろっといそんしょううらないばか
Tarou no Sousai-sen 2007 Teki wa Fukuda ni Arazu,太郎の総裁選2007 敵は福田に非ず,たろうのそうさいせんてきはふくだにひず
Tasogare Apple Pie,黄昏アップルパイ,たそがれあっぷるぱい
Tasogare Cigarette,黄昏シガレット,たそがれしがれっと
Tasogare Disappear,黄昏ディサピアー,たそがれでぃさぴあー
Tasogare Goodbye,黄昏グッドバイ,たそがれぐっどばい
Tasogare High Step,黄昏ハイステップ,たそがれはいすてっぷ
Tasogare Holic,黄昏ホリック,たそがれほりっく
Tasogare hoshi no tsubuyaki,黄昏星のつぶやき,たそがれぼしのつぶやき
Tasogare Hoshi no Tsubuyaki,黄昏星のつぶやき,たそがれぼしのつぶやき
Tasogare Ireisaa,黄昏イレイサー,たそがれいれいさー
Tasogare Iro no Kioku,たそがれ色の記憶,たそがれしょくのきおく
Tasogare irokoiuta,黄昏色恋歌,たそがれしょくこいうた
Tasogare Junction,黄昏ジャンクション,たそがれじゃんくしょん
Tasogare Misty,黄昏ミスティ,たそがれみすてぃ
Tasogare Nezama,黄昏寝様,たそがれねよう
Tasogare no Food Court no Ossan,黄昏のフードコートのおっさん,たそがれのふーどこーとのおっさん
Tasogare no Iro wa Koi no Iro,たそがれの色は恋の色,たそがれのいろはこいのいろ
Tasogare no Kai Kai,黄昏ノ怪・改,たそがれのかいあらため
Tasogare no Nostalgia,黄昏のノスタルジア,たそがれののすたるじあ
Tasogare no Nostalgia,黄昏のノスタルジア,たそがれののすたるじあ
Tasogare no Nostalgia,黄昏のノスタルジア,たそがれののすたるじあ
Tasogare no rasen kaidan o nobotte,黄昏の螺旋階段をのぼって,たそがれのらせんかいだんをのぼって
Tasogare no Rock,黄昏のロック,たそがれのろっく
Tasogare no shinpashi,黄昏のシンパシー,たそがれのしんぱしー
Tasogare no Symphonia,黄昏のシンフォニア,たそがれのしんふぉにあ
Tasogare Ore Lonely,たそがれ俺ロンリー,たそがれおれろんりー
Tasogare Photograph,黄昏フォトグラフ,たそがれふぉとぐらふ
Tasogare Portrait,黄昏ポートレイト,たそがれぽーとれいと
Tasogare Rewind,黄昏リワインド,たそがれりわいんど
Tasogare Rewind,黄昏リワインド,たそがれりわいんど
Tasogare Romantica,黄昏ロマンチカ,たそがれろまんちか
Tasogare shikuretto,黄昏シークレット,たそがれしーくれっと
Tasogare Toshi Proto Shangri-La,黄昏都市プロト・シャングリラ,たそがれとしぷろとしゃんぐりら
Tasogare yokocho,黄昏横丁,たそがれよこちょう
Tasogare,誰そ彼 (たそがれ),だれそかれたそがれ
Tasogaredoki no Kaiitan,黄昏時の怪異譚,たそがれじのかいいたん
Tasogarere Heartbeat,黄昏れハートビート,たそがれはーとびーと
Tasogaretoki ni Hana wa Miru,黄昏時に花は見る,たそがれじにはなはみる
Tasogaretoki no Hana,黄昏時の花,たそがれじのはな
Tasogaretoki no heishi,黄昏時の兵士,たそがれじのへいし
